id,Num,Country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
132,93,Poland,0.05,0.3,0.45,3.43,0.05,0.01,2.29,1.5,0.7,0,0.03,0.02,0,0.1,3.29,0,0,0,0.03,0.64,0.24,0,1.22,5.03,0.2,0,8.34,5.07,0.13,1.54,2.81,0.82,0.08,0.16,0,0.16,1.81,0.02,0.02,2.08,0.18,1.9,2.22,47984,0.07,0.17,5.03,4.92,8.14,4.09,0.1,-0.26,-0.14,-0.18,-0.12,-0.59,-1.49,-0.96,3.35,-0.28,m,0,0.01,0,0,641.72,77426.06,18142.51,m,446.83,1218.07,0.87,0.87,0,0,0,0,0,0,0,0,0,3
133,94,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
134,99,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,1.04,1.72,4.18,1.01,1.09,1.04,0.38,1.4,3
135,101,Poland,0.02,0.67,0.13,1.27,0,0.06,0.5,1.08,0.33,0.05,0.14,0.09,0.03,0.14,1.49,0.06,0.06,0.04,0.02,0.33,0.08,2.61,0.3,5.02,0.53,0.11,2.35,1.61,0,1.12,2.29,0.55,0,0.37,0.03,0.24,1.06,0.07,0.07,0.87,0.46,0.81,1.32,13262.5,0.07,0.64,11.18,3.41,2.36,2.62,0.03,0.5,0.71,0.05,0.04,0.07,0.22,0.1,2.75,0.08,1.24,0,0.01,0,0.03,270.69,1443.77,1274.29,2396.93,90.67,218.77,0.91,0.9,1.01,0.92,1.05,3.69,0.8,1.01,1.08,m,m,3
136,103,Hungary,0.08,0.64,-0.07,0.88,0.24,0.1,0.55,1.69,0.36,0.1,0.18,m,0.07,m,1.55,0.16,0.06,0.1,0.04,0.11,m,-20.49,-0.13,4.84,0.34,0.29,2.87,2.47,0,1.69,3.75,0.45,0,0.17,0.06,0.52,0.61,m,m,0.75,0.55,0.69,0.87,-4739.24,0.21,0.25,11.69,6.86,3.06,3.28,m,m,m,m,m,m,m,m,m,m,m,0,0.01,0,0.06,2814.03,10211.65,m,9724.44,1003.17,1946.12,1.04,1.04,1.13,0.98,1.22,2.7,0.94,0.99,1.08,0.64,-2.02,3
137,104,Poland,0.04,0.68,-0.18,0.61,0.03,0.05,0.47,1.7,0.32,0.06,0.1,0.06,0.04,0.15,1.47,0.09,0.03,0.06,0.02,0.29,0.14,-4.46,-0.25,4.66,0.4,0.19,3.64,2.46,0,1.73,0.65,0.54,0,0.02,0.04,0.3,0.31,0.11,0.07,0.41,0.46,0.44,0.75,-8175.74,0.13,0.69,12.45,12.83,3.7,2.36,-0.19,0.57,0.75,0.07,0.04,0.1,0.32,0.16,59.17,0.26,1.18,0,0.01,0,0.13,1158.17,7803.05,3236.91,6107.01,369.88,513.46,1.04,1.03,0.55,0.55,2.64,4.58,0.46,0.55,0.92,4.27,0.04,3
138,105,Poland,-0.72,1.04,-0.25,0.75,-0.75,-0.55,-0.04,0.98,-0.04,-0.57,-0.56,-0.51,-0.35,-0.48,0.96,-0.54,-0.56,-0.56,-0.73,0.7,-0.64,-28.04,-0.93,5.06,1.02,12.72,1.6,1.5,0,1.01,10.37,0.02,0,0.06,-0.57,-9.09,0.67,-0.52,-0.53,0.7,0.98,-0.16,0.07,-28369.8,16.25,-1.43,12.46,1.65,1,3.65,-0.22,-1.38,0.09,0.52,0.53,0.5,8.23,0.53,-58.84,0.71,-0.92,-0.02,0.02,-0.03,0,-1869.72,-150.82,-159.65,-146.95,82.33,306.46,0.53,0.73,1.1,1.11,0.91,m,1.03,1.23,1.1,0.12,-0.75,3
139,106,Poland,0.09,0.44,0.18,1.59,0.09,0.11,1.27,1.52,0.56,0.12,0.35,0.08,0.08,0.28,2.27,0.27,0.07,0.12,0.06,0.47,0.23,-14.94,0.36,4.88,0.24,0.21,4.53,3.2,1.52,1.52,1.91,0.69,1,0.27,0.08,0.36,0.8,0.13,0.09,1.12,0.31,1.1,1.36,13678,0.16,0.23,6.23,9.17,4.89,2.98,-0.04,-12.72,-1.92,-0.01,0,-0.02,-0.05,-0.02,-0.25,-0.01,-0.06,0,0.02,0.01,0.03,1028.57,5265.71,4414.4,4913.68,576.11,1133.3,0.96,0.97,1.03,0.89,1.55,3.27,0.9,0.78,0.75,1.15,-5.03,3
140,111,Poland,0.06,0.33,0.09,1.38,0.25,0.11,1.99,0.92,0.67,0.1,0.45,0.16,0.11,0.44,2.99,0.27,0.12,0.09,0.06,0.42,0.29,9.44,0.13,5.05,0.34,0.14,3.6,2.52,0.22,0.93,1.86,0.77,0.24,0.13,0.1,0.4,0.79,0.13,0.14,0.97,0.23,0.98,1.13,10002,0.08,0.15,6.63,5.89,3.92,1.36,-0.06,0.53,0.4,0.1,0.11,0.31,1.04,0.44,6.29,0.32,1.15,0,0,0,0,401.83,2523.03,2020.1,2963.34,267.36,395.59,0.91,0.88,0.96,1.01,1.33,2.96,1.01,1.02,0.63,0.22,0.31,3
141,113,Poland,0.04,0.57,0.2,1.69,0.06,0.06,0.78,1.11,0.44,0.08,0.22,0.08,0.07,0.16,1.76,0.13,0.06,0.07,0.04,0.38,0.13,-5.06,0.38,4.95,0.48,0.17,3.65,1.83,1.94,1.12,1.21,0.73,1.75,0.15,0.07,0.32,1.2,0.11,0.09,0.85,0.29,0.85,1.4,17646,0.1,0.64,8.07,3.7,3.89,2.14,0.06,-12.33,-8.48,0,0,-0.01,-0.01,-0.01,-1.48,-0.01,-0.05,0,0.01,0,0,882.14,6217.66,3719.56,5238.32,390.94,753.31,1.13,1.11,0.95,0.92,0.73,m,0.95,0.99,0.84,1.83,-16.3,3
142,114,Poland,0.03,0.58,0.12,1.25,-0.12,0.06,0.72,0.98,0.42,0.05,0.12,0.09,0.05,0.14,1.71,0.09,0.06,0.05,0.03,0.54,0.1,6.83,0.32,5.08,0.51,0.12,1.92,1.61,0,0.99,4.96,0.51,0,0.65,0.05,0.24,0.96,0.08,0.08,1.05,0.49,1.07,1.32,14699.16,0.08,0.23,6.93,6.39,2.01,2.52,-0.02,0.88,0.67,0.04,0.04,0.07,0.41,0.08,-1.05,0.06,0.78,0,0.01,0,0.03,924.71,6592.45,5094.53,7765.47,385.79,991.99,0.81,0.81,1,0.88,1.43,m,0.86,0.91,0.86,0.74,0.19,3
143,115,Poland,0.04,0.55,0.09,1.35,0.31,0.05,0.81,1.39,0.44,0.07,0.21,0.09,0.05,0.22,1.83,0.12,0.04,0.07,0.03,0.13,0.2,-4.76,0.14,4.87,0.38,0.15,5.11,2.46,1.39,1.41,0.59,0.73,1,0.07,0.05,0.23,0.64,0.13,0.09,0.65,0.26,0.69,1.12,6740,0.1,0.64,7.42,9.32,5.3,2.16,-0.07,0.8,1.22,0.05,0.04,0.1,0.19,0.21,-14.26,0.15,0.82,0,0.03,0,0.01,324.86,2648.64,1087.45,2173.91,143.8,222.81,0.98,0.98,1.07,1,1.5,m,0.95,0.96,0.9,0.53,-1.74,3
144,118,Poland,0.12,0.3,0.22,1.8,0.18,0.15,2.37,1.44,0.7,0.15,0.54,0.14,0.12,0.69,3.37,0.51,0.1,0.15,0.08,0.52,0.6,-30.2,0.43,4.74,0.18,0.21,4.78,4.39,1.44,1.46,12.38,0.73,1,0.17,0.1,0.62,1.1,0.21,0.14,1.66,0.27,1.38,1.43,12110,0.17,0.03,7.51,5.67,5.29,2.84,0.02,4.73,2.29,0.03,0.02,0.08,1.04,0.09,1.24,0.05,0.17,0,0.01,0,0.05,1349.87,6499.16,4553.02,6292.73,948.88,1868.1,1.67,1.67,0.83,0.88,0.58,0.35,0.67,0.83,0.74,1.93,-3.38,3
145,119,Poland,0.01,0.27,0.28,2.86,0.13,0.06,3.28,0.63,0.88,0.06,0.37,0.15,0.1,0.36,3.71,0.21,0.09,0.06,0.01,0.75,0.19,-8.51,0.5,5.12,0.23,0.06,3.85,2.16,0.17,0.64,2.3,1,0.27,0.86,0.09,0.05,1.79,0.1,0.16,1.61,0.15,1.56,1.77,37218,0.01,0.13,3.89,4.5,4.19,1.12,0.22,0.09,0.45,0.1,0.15,0.35,0.81,0.63,1.25,0.22,1.69,0,0,0,0,831.41,13140.23,7439.21,13037.83,734.51,1298.06,0.63,0.64,0.92,0.75,-0.39,-3.32,0.72,0.76,0.81,0.11,27.98,3
146,120,Poland,0.01,0.43,-0.09,0.71,-0.11,0.04,1.34,0.95,0.57,0.03,0.13,0.08,0.03,0.17,2.34,0.06,0.04,0.03,0.01,0.68,0.1,2.21,-0.11,4.93,0.43,0.05,3.05,2.2,0.95,0.97,1.07,0.69,1,0.05,0.03,0.11,0.41,0.06,0.06,0.51,0.31,0.73,0.89,-7534,0.02,0.21,10.42,8.53,3.1,1.22,-0.2,0.32,1.03,0.03,0.03,0.08,0.27,0.1,10.68,0.15,1.22,0,0,0,0,593.77,8713.8,5700.51,12867.54,340.38,435.7,0.95,0.86,1.24,1.23,0.45,m,1.02,1.36,1.39,0.57,0.01,3
147,122,Poland,0.02,0.54,0.14,1.3,0.04,0.04,0.84,1.14,0.46,0.04,0.08,0.05,0.03,0.1,1.84,0.06,0.03,0.03,0.02,0.41,0.08,-4.62,0.34,4.79,0.43,0.07,2.42,2.07,1.14,1.15,5.54,0.54,1,0.34,0.03,0.14,0.95,0.05,0.05,1.11,0.46,1.11,1.3,8658,0.05,0.17,6.93,4.08,2.47,2.76,-0.02,0.88,0.76,0.03,0.02,0.05,0.34,0.06,73.75,0.04,0.8,0,0.01,0,0.04,671.27,8741.83,5703.32,9176.25,307.26,743.13,0.98,0.99,1.04,1.03,0.41,m,1.06,0.89,0.96,0.68,-1.57,3
148,125,Poland,0.02,0.48,0.11,1.38,0.02,0.02,1.09,1.79,0.52,0.03,0.08,0.05,0.02,0.2,2.09,0.06,0.01,0.03,0.01,0.5,0.19,-4.29,0.18,4.64,0.25,0.06,6.21,3.69,1.79,1.8,0.89,0.71,1,0.12,0.02,0.08,0.6,0.1,0.06,0.82,0.29,0.86,1.18,4702,0.04,0.37,8.08,12.97,6.28,2.95,-0.07,0.3,1.16,0.06,0.03,0.13,0.32,0.22,9.92,0.16,2.12,0,0.05,0,0,434.88,9352.57,2236.39,7718.85,226.49,373.48,8.7,12.31,1.05,1.1,0.87,m,0.34,1.16,1.1,-1.2,-20.35,3
149,126,Poland,0.05,0.81,0.1,1.14,0.05,0.06,0.23,1.82,0.19,0.07,0.08,0.05,0.03,0.11,1.23,0.08,0.03,0.06,0.03,0.14,0.1,-6.26,0.46,4.73,0.38,0.33,2.62,2.24,1.82,1.88,6.67,0.31,1,0.35,0.03,5.99,1.13,0.09,0.05,0.97,0.69,0.9,1.46,5171,0.28,0.62,210.38,3.36,2.63,8.72,0.05,0.53,0.34,0.1,0.05,0.12,0.83,0.14,0.94,0.12,1.56,0,0.03,0,0,712.07,2287.69,1416.16,2161.6,134.18,642.07,1.39,1.45,0.97,0.97,1.25,m,1,0.88,0.92,m,m,3
150,127,Slovakia,0.08,0.59,-0.06,0.87,0.13,0.1,0.69,1.36,0.41,0.11,0.21,0.08,0.09,0.18,1.69,0.18,0.08,0.11,0.06,0.28,0.14,-14.95,-0.11,4.76,0.43,0.27,2.55,2.15,0,1.39,1.99,0.5,0,0.04,0.08,0.32,0.37,0.19,0.14,0.74,0.5,0.72,0.89,-3632,0.2,0.23,5.38,8.23,2.71,2.42,-0.25,m,m,0,0,0,0,0,m,0,0,0,0.08,0.03,0,264.2,1034.48,579.9,986.82,107.45,190.94,0.99,0.98,0.95,0.87,0.64,4,0.81,0.89,0.79,2.71,0.13,3
151,128,Poland,0.06,0.36,0.23,2.09,0.05,0.08,1.75,0.74,0.64,0.08,0.36,0.14,0.12,0.28,2.75,0.21,0.1,0.08,0.08,0.59,0.24,-10.73,0.42,5.07,0.41,0.12,3.18,1.87,0,0.76,1.76,0.79,0,0.3,0.11,0.33,1.22,0.1,0.14,1.23,0.21,1.15,1.42,27130.36,0.1,0.23,3.98,3.74,3.45,1.34,0.07,0.88,0.37,0.07,0.09,0.19,0.47,0.32,11.79,0.16,0.9,0,0.01,0.01,0.06,462.75,3818.22,2845.46,3801.44,294.76,533.84,0.85,0.89,0.89,0.82,0.1,1.56,0.83,0.8,0.91,0.9,0,3
152,135,Poland,-0.04,0.76,-0.29,0.49,-0.04,0.03,0.32,0.99,0.24,0,0.06,0.07,-0.01,0.1,1.32,-0.01,0.03,-0.01,-0.04,0.28,0.01,-0.2,-0.4,4.81,0.76,-0.02,1.85,1.38,0.2,1.04,0.83,0.43,0.2,0.03,-0.01,-0.31,0.28,0.04,0.04,0.36,0.57,0.33,0.6,-18623,-0.15,0.8,8.51,6.82,1.75,1.37,-0.42,-0.37,0.43,0.1,0.1,0.13,0.51,0.17,2681.73,0.36,-17.46,0,0,0,0,123.92,942.79,802.56,-5246.23,29.76,41.13,0.75,0.74,0.86,0.9,2.93,-1.74,1.01,0.78,1.12,36.45,0.02,3
153,136,Poland,-0.14,0.34,-0.07,0.7,-1.25,-0.16,1.94,0.23,0.66,-0.17,-0.74,-0.57,-0.43,-0.38,2.94,-0.54,-0.73,-0.18,-0.63,1.91,-0.31,-21.06,-0.08,5.37,1.46,-0.28,1.86,1.22,0,0.23,0.56,0.78,0,0.04,-0.81,-1.57,0.29,-0.15,-0.65,0.46,0.22,0.78,0.92,-15653.42,-0.22,0.18,2.51,4.08,1.02,0.27,-0.44,-0.73,0.19,0.2,0.86,0.57,1.67,0.87,-305.68,1.25,-1.06,0,0,0,0,560.29,-2249.54,-2511.89,-2016.08,369.96,438.19,0.79,1.17,1.68,1.27,1.52,m,1.2,1.61,1.59,-25.22,-0.18,3
154,137,Poland,0.01,0.68,0.15,1.39,-0.01,0.02,0.5,1.14,0.34,0.03,0.04,0.13,0.03,0.22,1.46,0.05,0.01,0.03,0.01,0.35,0.21,-1.66,0.32,4.83,0.58,0.09,2.98,1.66,1.14,1.17,0.36,0.64,1,0.09,0.03,0.03,0.29,0.16,0.14,0.78,0.38,0.72,1.36,9965,0.04,0.89,2.7,15.56,2.99,2.42,-0.27,0.11,1.07,0.12,0.11,0.18,0.41,0.32,14.73,0.23,3.93,0,0.01,0,0.04,691.39,15457.21,1441.45,7508.43,234.88,499.87,1.16,1.17,1.09,0.81,-1.11,4.5,1.59,1.63,0.91,-0.19,-0.08,3
155,138,Poland,0.05,0.57,-0.22,0.51,0.11,0.1,0.77,0.6,0.43,0.08,0.24,0.26,0.13,0.28,1.77,0.13,0.17,0.08,0.09,0.33,0.19,2.74,-0.28,4.94,0.94,0.18,1.32,1.03,0.13,0.66,0.78,0.56,0.22,0.06,0.13,0.43,0.22,0.13,0.21,0.39,0.44,0.56,0.72,-18797,0.12,0.29,4.82,8.44,1.37,0.78,-0.69,-1.79,-1.78,-0.03,-0.05,-0.05,-0.24,-0.07,-135.85,-0.13,-0.39,0,0,0,0,186.75,778.51,626.17,1065.21,81.08,104.28,1.06,0.9,1.06,1.11,1.64,-13.17,1.09,1.16,1.02,-0.18,0.2,3
156,140,Poland,0.05,0.43,0.1,1.33,0.51,0.08,1.31,0.6,0.57,0.07,0.24,0.18,0.09,0.24,2.3,0.12,0.13,0.05,0.08,0.06,0.18,6.63,0.18,5.05,0.68,0.09,1.79,1.29,0,0.61,2.05,0.69,0,0.09,0.09,0.28,0.8,0.08,0.14,0.96,0.31,0.97,1.18,11561.21,0.08,0.21,3.59,2.73,1.93,1.03,-0.13,-7.97,-4.95,-0.01,-0.01,-0.01,-0.05,-0.02,-2.12,-0.01,-0.11,0,0,0,0,361.48,2701.23,2486.08,3856.53,205.57,350.68,1.01,0.97,0,0,0,0,0,0,0,0,0,3
157,141,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
158,143,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.93,1.15,m,0.97,0.83,0.91,m,m,3
159,144,Hungary,0.24,0.36,0.36,2.1,0.44,0.29,1.74,1.46,0.64,0.29,0.89,0.2,0.24,0.78,2.74,0.78,0.2,0.29,0.17,0.19,0.67,m,1.11,4.59,0.06,0.45,3.76,3.32,0,1.5,10.97,0.68,0,0.85,0.2,1.14,1.44,0.34,0.23,1.86,0.32,1.98,2.11,13874,0.38,0.07,6.81,7.69,4.52,4.54,0.12,m,m,0,0,0,0,0,m,0,0,0,0.03,0.29,0.06,4887.01,10864.18,9194.04,10878.3,3103.98,9659.69,1.08,1.06,0.62,1,-2.47,m,0.57,1.33,0.76,3.05,0.95,3
160,149,Poland,-0.44,0.47,0.2,1.47,-0.44,-0.47,1.13,1.71,0.53,-0.45,-1.08,-0.26,-0.2,-0.93,2.13,-0.99,-0.28,-0.46,-0.26,0.98,-0.87,25.9,0.57,4.52,0.25,-0.87,5.36,4.99,1.71,1.88,12.87,0.56,1,0.31,-0.27,-1.95,0.95,-0.43,-0.25,1.37,0.44,1.48,1.57,6701,-0.83,0.06,7.58,6.08,3.9,4.75,-0.01,-0.75,0.06,0.59,0.35,1.25,18.24,1.35,33.9,0.92,-1.27,0,0.01,0,0,501.32,-563.47,-619.38,-574.66,266.06,740.32,0.73,1.08,0.68,0.63,5.23,-7.17,0.31,2.8,0.51,-1.33,0.32,3
161,150,Poland,0.05,0.8,0.16,1.27,0.05,0.07,0.25,2.01,0.2,0.13,0.12,0.03,0.07,0.09,1.25,0.16,0.03,0.13,0.03,0.14,0.06,-2.05,0.59,4.44,0.4,0.67,3.25,2.35,2.01,2.02,1.91,0.42,1,0.01,0.07,0.17,0.73,0,0,0.92,0.58,0.75,1.59,4284,0.26,1.12,6.41,4.83,3.46,7.63,-0.08,0.16,0,0.32,0.16,0.4,1.44,0.55,-72.78,0.43,2.43,0,0,0,0,228.63,656.87,m,342.2,45.1,171.28,1.67,1.59,1.17,0.91,0.6,1.8,1.18,0.92,1.37,-0.46,0.82,3
162,152,Poland,0.04,0.28,0.24,2.3,0.23,0.05,2.6,0.91,0.72,0.05,0.29,0.14,0.05,0.45,3.63,0.15,0.06,0.04,0.04,0.48,0.39,13.78,0.41,4.91,0.25,0.06,4.8,3.18,0.52,0.92,1.61,0.81,0.57,0.3,0.05,0.14,0.82,0.11,0.12,1.52,0.18,1.23,1.39,19161,0.05,0.13,3.37,9.52,4.97,1.56,-0.04,0.98,1.82,0.04,0.04,0.14,0.41,0.21,-0.45,0.09,0.91,0,0,0,0,353.29,4769.75,2245.91,5948.14,253.35,435.96,1.08,1.12,0.89,4.55,0,m,1.05,m,1.12,m,m,3
163,153,Slovakia,-0.15,0.94,-0.35,0.58,-0.86,-0.16,0.08,0.75,0.07,-0.15,-0.19,-0.22,0,-0.17,1.06,0,-0.22,0,-0.2,0.94,-0.16,0,-0.7,4.81,1.16,0,1.01,0.91,0,0.86,4.22,0.17,0,0.08,0,-1.76,0.48,0.04,0.06,0.52,0.85,0.14,0.34,-22670,-2.06,1.34,8.87,2.22,0.89,1.49,-0.43,m,m,0,0,0,0,0,m,0,m,m,m,m,0,m,m,m,m,m,m,0.59,0.32,1.07,1.15,1.36,m,1.05,0.73,1.38,m,m,3
164,156,Slovakia,0.07,0.37,0.24,1.83,0,0.09,1.68,0.95,0.63,0.09,0.29,0.09,0.09,0.23,2.68,0.24,0.09,0.09,0.07,0.63,0.18,-23.05,0.52,4.67,0.32,0.14,3.47,2.71,0,1.1,3.81,0.71,0,0.72,0.09,0.29,1.06,0.15,0.16,1.43,0.29,1.35,1.52,11344,0.11,0.13,4.2,9.45,3.24,2.03,0.02,m,m,0,0,0,0,0,m,0,0,0.04,0.56,2.01,0,136.76,1008.53,555.2,971.1,85.83,184.32,1.03,1.08,1.02,1.03,3.09,m,1.01,1.03,0.91,0.8,0.15,3
165,157,Poland,0.04,0.58,0.05,1.15,0.22,0.05,0.74,1.01,0.43,0.07,0.14,0.11,0.06,0.19,1.72,0.1,0.05,0.06,0.04,0.21,0.17,-3.44,0.09,4.74,0.54,0.13,2.61,1.65,1.8,1.02,1.09,0.65,1.78,0.11,0.06,0.22,0.64,0.11,0.11,0.72,0.37,0.74,1.11,2975,0.1,0.5,5.39,5.25,2.75,1.75,-0.15,0.83,1.09,0.05,0.05,0.09,0.24,0.14,13.88,0.12,0.89,0,0,0,0,1029.05,8411.5,3974.8,7832.43,443.15,765.3,1.17,1.13,1.08,1.01,1.11,9.12,1.09,0.78,1.09,1.3,0.12,3
166,158,Poland,0.07,0.5,0.1,1.27,0.06,0.11,1,0.63,0.5,0.1,0.31,0.23,0.17,0.29,1.99,0.19,0.17,0.1,0.11,0.45,0.21,9.53,0.17,4.98,0.61,0.19,1.52,1.07,0,0.63,1.42,0.65,0,0.39,0.15,0.29,0.6,0.13,0.21,0.89,0.35,0.91,1.18,9180.03,0.13,0.3,2.67,8.36,1.79,1.15,-0.29,2.21,1.23,0.03,0.05,0.06,0.2,0.09,9.63,0.07,0.32,0,0,0,0.07,890.53,4110.51,3346.46,4656.29,446.48,810.37,0.91,0.88,m,m,m,m,m,m,m,m,m,3
167,160,Poland,0.07,0.27,0.1,1.49,0.28,0.08,2.68,0.62,0.73,0.09,0.4,0.17,0.16,0.38,3.68,0.32,0.13,0.09,0.12,0.44,0.36,-12.87,0.14,4.67,0.43,0.12,2.69,1.98,1.07,0.62,1.6,0.8,1.72,0.02,0.14,0.41,0.58,0.11,0.18,1.09,0.2,1.04,1.14,4524,0.1,0.1,3.42,5.66,3.12,0.89,-0.16,-1.67,-0.51,-0.04,-0.07,-0.16,-0.62,-0.22,-179.89,-0.15,-0.51,0,0.01,0.01,0,796.79,7240.36,5290.54,6682.14,580.01,825.5,m,m,0.9,0.96,1.19,5.47,0.93,0.89,0.77,1.04,-0.39,3
168,167,Poland,0.02,0.49,0.14,1.57,-0.02,0.02,1.02,1.03,0.51,0.03,0.07,0.11,0.03,0.23,2.02,0.06,0.02,0.03,0.02,0.53,0.23,-2.22,0.22,4.75,0.46,0.06,4.35,2.11,0,1.08,1.05,0.76,0,0.22,0.03,0.16,1.11,0.13,0.12,0.77,0.24,0.81,1.22,7727.74,0.04,0.5,9.35,4.81,4.3,1.66,0.03,0.22,1.18,0.08,0.08,0.16,0.32,0.33,12.97,0.21,2.68,0,0.07,0.01,0,189.08,5784.78,763.39,3183.48,95.65,153.8,0.9,0.93,1.18,1.04,0.78,1.11,1.12,0.98,1.19,1.44,-0.31,3
169,168,Poland,0.02,0.54,-0.04,0.86,0.02,0.03,0.85,0.94,0.46,0.04,0.1,0.07,0.04,0.13,1.85,0.07,0.03,0.04,0.02,0.44,0.11,-4.91,-0.06,4.66,0.57,0.09,2.92,1.69,1.67,0.95,0.67,0.69,1.77,0.02,0.04,0.18,0.48,0.08,0.08,0.5,0.31,0.63,0.94,-2002,0.05,0.49,7.98,6.53,3.02,1.29,-0.18,0.31,0.55,0.07,0.07,0.13,0.3,0.22,33.29,0.26,1.75,0,0,0,0.05,553.36,8093.08,3306.41,6475.88,254.93,348.68,1.01,1.02,1.02,0.97,-0.5,-2.02,1.05,0.89,1.16,0.33,-5.6,3
170,170,Poland,-0.02,0.68,-0.05,0.91,0.02,-0.03,0.44,1.15,0.3,-0.01,-0.05,0.02,-0.02,0.04,1.48,-0.03,-0.02,-0.02,-0.02,0.28,0.05,1.14,-0.11,4.59,0.57,-0.08,2.07,1.75,1.15,1.17,2.39,0.4,1,0.07,-0.02,-0.08,0.43,0.03,0.03,0.77,0.57,0.63,0.84,-2106,-0.07,0.34,4.21,5.51,2,2.39,-0.29,-1.64,4.13,0.01,0.01,0.02,0.13,0.02,-0.13,0.03,-0.59,0,0.01,0,0.04,631.55,-6709.87,5776.98,-8220.12,189.87,395.53,0.95,1,0.69,0.63,0.71,m,0.72,0.57,0.49,0.65,26.44,3
171,173,Poland,-0.18,0.45,0.27,1.8,0,-0.14,1.22,2.47,0.55,-0.15,-0.41,-0.06,-0.06,-0.3,2.22,-0.32,-0.06,-0.15,-0.07,0.55,-0.39,-16.66,0.67,4.28,0.18,-0.26,7.7,5.7,2.47,2.42,3.52,0.67,1,0.21,-0.06,-0.94,1.24,0,0,1.33,0.33,1.38,1.67,5130,-0.32,0.21,13.15,7.22,7.43,6.19,0.03,24.36,0,-0.01,0,-0.02,-0.06,-0.02,-0.04,-0.01,0.05,0,0.01,0,0,85.27,-343.7,m,-323.08,46.88,117.29,0.76,0.74,0.96,1.1,-0.51,-4.72,2.18,0.98,0.86,-5.76,-0.44,3
172,174,Poland,-0.03,0.43,0.3,1.98,-0.54,0,1.33,1,0.57,-0.02,-0.01,0.04,-0.02,0.1,2.33,-0.05,0,-0.02,-0.03,1.11,0.04,-1.8,0.75,4.72,0.29,-0.04,3.35,2.43,0,1.02,4.91,0.69,0,1.12,-0.02,-0.76,1.85,0.02,0.02,1.43,0.31,1.42,1.71,16047.34,-0.05,0.21,25.73,4.4,3.22,2.48,0.27,-0.24,0.38,0.12,0.12,0.29,1.05,0.4,-2.37,0.2,-5.37,0,0,0,0,911.65,-159740.14,21506.77,-22766.25,521.06,1291.88,1.07,1.13,1.08,1,0.44,0.71,1.03,0.85,1.32,-0.77,-0.46,3
173,178,Poland,0.05,0.22,0.45,3.55,0.05,0.06,3.51,1.58,0.78,0.07,0.33,0.05,0.04,0.36,4.51,0.3,0.04,0.07,0.03,0.73,0.31,-6.02,1.17,4.45,0.13,0.09,8.66,6.83,1.58,1.58,2.65,0.83,1,0.1,0.04,0.09,0.71,0.09,0.06,2.8,0.17,2.05,2.17,12510,0.06,0.06,3.19,14.71,9.03,4.16,-0.03,0.99,0.48,0.05,0.03,0.21,0.98,0.26,23.46,0.07,0.69,0,0.01,0,0,507.71,6904.19,4466.8,5944.22,395.15,1040.4,0.89,0.93,0.88,0.82,0.18,-0.3,0.68,0.89,0.9,1.72,-0.26,3
174,180,Poland,-0.01,0.55,0.05,1.16,0.37,0,0.83,1.04,0.45,0.02,0.01,0,0.02,0,1.83,0.03,0,0.02,-0.01,0.08,-0.01,-0.98,0.07,4.59,0.5,0.04,3.59,1.88,1.04,1.04,0.89,0.71,1,0.1,0.02,-0.08,0.81,0,0,0.61,0.29,0.68,1.07,1781,-0.02,0.57,10.45,5.08,3.63,1.55,-0.05,-0.1,0,0.08,0.08,0.15,0.31,0.28,28,0.24,4.83,0,0.01,0,0,771.27,139192.89,m,21233.77,350.5,524.04,0.86,0.91,0,0,0,0,0,0,0,0,0,3
